date,ticker,side,price,shares,reason
2011-02-28,EMBR3.SA,BUY,12.81645965576172,3876,REBAL_ADD
2011-02-28,CGAS3.SA,BUY,11.122759819030762,4466,REBAL_ADD
2011-02-28,PETR3.SA,BUY,9.247389793395996,5372,REBAL_ADD
2011-02-28,ELET3.SA,BUY,13.579853057861328,3658,REBAL_ADD
2011-02-28,SMTO3.SA,BUY,5.236330509185791,9488,REBAL_ADD
2011-02-28,USIM3.SA,BUY,21.423065185546875,2319,REBAL_ADD
2011-02-28,CSNA3.SA,BUY,12.317797660827637,4033,REBAL_ADD
2011-02-28,TPIS3.SA,BUY,23.656465530395508,2100,REBAL_ADD
2011-02-28,CPFE3.SA,BUY,10.912407875061035,4553,REBAL_ADD
2011-02-28,BRFS3.SA,BUY,24.18931770324707,2054,REBAL_ADD
2011-02-28,BRKM3.SA,BUY,9.503392219543455,5228,REBAL_ADD
2011-02-28,AGRO3.SA,BUY,5.330801963806152,9320,REBAL_ADD
2011-02-28,TGMA3.SA,BUY,12.890018463134766,3854,REBAL_ADD
2011-03-10,VALE3.SA,SELL,22.213438034057617,2125,STOP_LOSS
2011-03-10,BRAP3.SA,SELL,3.4083614349365234,13306,STOP_LOSS
2011-03-23,PATI3.SA,SELL,6.780933856964111,7755,TRAIL_STOP
2011-03-31,EMBR3.SA,SELL,12.349909782409668,3876,REBAL_DROP
2011-03-31,CGAS3.SA,SELL,11.243284225463867,4466,REBAL_DROP
2011-03-31,SMTO3.SA,SELL,5.63070821762085,9488,REBAL_DROP
2011-03-31,CSNA3.SA,SELL,12.331664085388184,4033,REBAL_DROP
2011-03-31,TPIS3.SA,SELL,24.848705291748047,2100,REBAL_DROP
2011-03-31,BRKM3.SA,SELL,9.94272232055664,5228,REBAL_DROP
2011-03-31,AGRO3.SA,SELL,5.062103271484375,9320,REBAL_DROP
2011-03-31,TGMA3.SA,SELL,13.608877182006836,3854,REBAL_DROP
2011-03-31,BEES3.SA,BUY,1.4144878387451172,35372,REBAL_ADD
2011-03-31,EQTL3.SA,BUY,1.9573678970336916,25561,REBAL_ADD
2011-03-31,COCE3.SA,BUY,16.893518447875977,2961,REBAL_ADD
2011-03-31,PNVL3.SA,BUY,2.5669047832489014,19491,REBAL_ADD
2011-03-31,BBDC3.SA,BUY,5.07047176361084,9867,REBAL_ADD
2011-03-31,SBSP3.SA,BUY,10.523730278015137,4754,REBAL_ADD
2011-03-31,PEAB3.SA,BUY,9.65748119354248,5180,REBAL_ADD
2011-03-31,CEEB3.SA,BUY,14.565058708190918,3435,REBAL_ADD
2011-03-31,ODPV3.SA,BUY,4.702260494232178,10640,REBAL_ADD
2011-03-31,VALE3.SA,BUY,22.74639320373535,2199,REBAL_ADD
2011-03-31,BRAP3.SA,BUY,3.6760950088500977,13610,REBAL_ADD
2011-04-04,USIM3.SA,SELL,22.149948120117188,2319,TRAIL_STOP
2011-04-12,PETR3.SA,SELL,8.487173080444336,5372,STOP_LOSS
2011-04-27,SLCE3.SA,SELL,2.392378091812134,22054,TRAIL_STOP
2011-05-02,EQTL3.SA,SELL,1.801645278930664,25561,TRAIL_STOP
2011-05-03,ELET3.SA,SELL,12.909527778625488,3658,TRAIL_STOP
2011-05-03,BBDC3.SA,SELL,4.642153739929199,9867,STOP_LOSS
2011-05-05,PSSA3.SA,SELL,6.383814811706543,7866,TRAIL_STOP
2011-05-11,VALE3.SA,SELL,20.866470336914062,2199,STOP_LOSS
2011-05-31,CPFE3.SA,SELL,11.676356315612791,4553,REBAL_DROP
2011-05-31,BRFS3.SA,SELL,24.50737953186035,2054,REBAL_DROP
2011-05-31,BEES3.SA,SELL,1.361656904220581,35372,REBAL_DROP
2011-05-31,PNVL3.SA,SELL,2.405345678329468,19491,REBAL_DROP
2011-05-31,SBSP3.SA,SELL,11.156770706176758,4754,REBAL_DROP
2011-05-31,ODPV3.SA,SELL,5.094388961791992,10640,REBAL_DROP
2011-05-31,BRAP3.SA,SELL,3.640004873275757,13610,REBAL_DROP
2011-05-31,TCSA3.SA,BUY,94.57483673095705,521,REBAL_ADD
